44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,44,44,44,44,44,44,44,44,20,20,44,44,44,44,44,44,44,44,44,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,49,50,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,51,52,20,20,20,20,20,20,20,20,20,44
44,20,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,49,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,51,52,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,44,44,44,44,44,44,44,44,44,44,20,20,20,20,44,44,20,20,20,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,69,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,44,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,69,70,71,44
44,20,20,20,20,20,21,20,20,20,20,21,21,21,21,20,20,20,20,20,44
44,20,20,20,20,20,44,20,20,20,20,20,20,44,44,20,20,20,20,20,44
44,20,20,20,21,20,20,20,20,20,20,20,20,20,21,21,21,21,21,20,44
44,44,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,44
44,20,20,20,20,20,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,20,20,20,20,20,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,20,20,20,20,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44
